카탈로그공급사,카탈로그품목,구분,원산지,매칭상태,신뢰도,적재여부,매칭원료,기존공급사,기존단가
태왕물산,사과농축액,식품첨가물,국산,타공급사 보유,확실,적재,사과 농축액,해찬솔,4400
태왕물산,사과농축액,식품첨가물,국산,타공급사 보유,확실,적재,사과 농축액,해찬솔,5700
태왕물산,사과농축액,식품첨가물,국산,타공급사 보유,확실,적재,사과 농축액,하이베이스,7500
태왕물산,사과농축액,식품첨가물,국산,★공급사 미상 → 후보,보통,적재,아누카사과농축액,공급사 미상(source21),18000
태왕물산,사상자 - 열매,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,사철쑥(인진쑥) - 지상부,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,산사나무(산사) - 열매,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,산사자농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,산수유(상품) - 열매,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,산수유(중품) - 열매,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,산수유농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,산수유추출분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,산수유추출분말,공급사 미상(source21),25000
태왕물산,산수유추출분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,산수유추출분말,공급사 미상(source21),32000
태왕물산,산수유추출분말,식품첨가물,국산,타공급사 보유,확실,적재,산수유추출분말,해찬솔,25000
태왕물산,산수유추출분말,식품첨가물,국산,타공급사 보유,확실,적재,산수유추출분말,새롬비앤에프,35000
태왕물산,산수유추출분말,식품첨가물,국산,★공급사 미상 → 후보,높음,적재,산수유추출분말',공급사 미상(source21),35000
태왕물산,산약(마)농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,산죽(제주조릿대) - 잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,산초나무(산초) - 열매,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,살구농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,삼백초 - 전체,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,상황버섯(참상황),식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,상황버섯(현미상황),식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,새싹귀리분말,식품첨가물,국내,신규(DB에 없음),,적재,,,
태왕물산,새싹보리분말,식품첨가물,국내,타공급사 보유,확실,적재,새싹보리분말,하이베이스,17000
태왕물산,새싹보리분말,식품첨가물,국내,★공급사 미상 → 후보,보통,적재,보리분말,공급사 미상(source21),11000
태왕물산,새싹보리분말,식품첨가물,국내,타공급사 보유,보통,적재,보리 분말(생),하이베이스,4500
태왕물산,새싹보리분말,식품첨가물,국내,타공급사 보유,보통,적재,보리 분말(볶음),하이베이스,5000
태왕물산,생강농축액,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,생강농축액,공급사 미상(source21),53000
태왕물산,생강농축액,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,생강농축액,공급사 미상(source21),9500
태왕물산,생강농축액,식품첨가물,국산,타공급사 보유,확실,적재,생강농축액,해찬솔,53000
태왕물산,생강농축액,식품첨가물,국산,타공급사 보유,확실,적재,생강농축액,해찬솔,9500
태왕물산,생강농축액,식품첨가물,국산,타공급사 보유,확실,적재,생강농축액(60Brix이상),하이베이스,29000
태왕물산,생강농축액,식품첨가물,국산,타공급사 보유,확실,적재,생강농축액,새롬비앤에프,42000
태왕물산,생강추출분말,식품첨가물,국산,타공급사 보유,확실,적재,생강추출분말,해찬솔,22000
태왕물산,생강추출분말,식품첨가물,국산,타공급사 보유,확실,적재,생강추출분말,하이베이스,28000
태왕물산,생강추출분말,식품첨가물,국산,타공급사 보유,확실,적재,생강추출분말,새롬비앤에프,40000
태왕물산,서리태(검은콩) - 씨앗,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,서목태(쥐눈이콩)-씨앗,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,석류농축분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,석류농축액,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,석류농축액,공급사 미상(source21),11000
태왕물산,석류농축액,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,석류농축액,공급사 미상(source21),8000
태왕물산,석류농축액,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,석류농축액(유기농),공급사 미상(source21),7500
태왕물산,석류농축액,식품첨가물,스페인,★공급사 미상 → 후보,확실,적재,석류농축액,공급사 미상(source21),11000
태왕물산,석류농축액,식품첨가물,스페인,★공급사 미상 → 후보,확실,적재,석류농축액,공급사 미상(source21),8000
태왕물산,석류농축액,식품첨가물,스페인,★공급사 미상 → 후보,확실,적재,석류농축액(유기농),공급사 미상(source21),7500
태왕물산,석창포 - 뿌리줄기,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,세븐베리농축혼합분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,셀레늄,식품첨가물,캐나다,신규(DB에 없음),,적재,,,
태왕물산,소나무(솔잎) - 잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,솔비톨액상 (=마나톨 7070),식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,솔비톨파우다60W (60mesh),식품첨가물,중국,신규(DB에 없음),,적재,,,
태왕물산,솔비톨파우더 (10~40mesh),식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,솔비톨파우더PKC 660 (20~60mesh),식품첨가물,중국,신규(DB에 없음),,적재,,,
태왕물산,솔잎농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,쇠뜨기(쇠뜨기풀) - 잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,쇠비름(마치현) - 잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,수세미 - 열매,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,수크랄로스(식첨),식품첨가물,미국,★공급사 미상 → 후보,확실,적재,수크랄로스,공급사 미상(source21),44000
태왕물산,수크랄로스(식첨),식품첨가물,미국,타공급사 보유,확실,적재,수크랄로스,씨에스에프,60000
태왕물산,숙지황농축액,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,숙지황농축액,공급사 미상(source21),20000
태왕물산,슈가 파우더,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,스마그 (식),식품첨가물,말레이시아,신규(DB에 없음),,적재,,,
태왕물산,시금치추출분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,식물혼합농축분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,식물혼합농축액(대보),식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,식용색소 적색40호,식품첨가물,미국,신규(DB에 없음),,적재,,,
태왕물산,식용색소 황색 4호,식품첨가물,미국,신규(DB에 없음),,적재,,,
태왕물산,신선초(명일엽) -잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,쌀발효분말,식품첨가물,국내,타공급사 보유,확실,적재,쌀발효분말,하이베이스,68000
태왕물산,쌍화농축분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,쌍화농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,씀바귀 - 잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,아가리쿠스버섯,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,아로니아농축분말,식품첨가물,국산,타공급사 보유,확실,적재,아로니아농축분말,하이베이스,17000
태왕물산,아로니아농축분말,식품첨가물,국산,타공급사 보유,확실,적재,아로니아농축분말,해찬솔,15500
태왕물산,아로니아농축액,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,아로니아농축액,공급사 미상(source21),7000
태왕물산,아로니아농축액,식품첨가물,국산,타공급사 보유,확실,적재,아로니아농축액,해찬솔,7800
태왕물산,아로니아농축액,식품첨가물,국산,타공급사 보유,확실,적재,아로니아농축액,하이베이스,7000
태왕물산,아로니아농축액,식품첨가물,국산,타공급사 보유,확실,적재,아로니아농축액,새롬비앤에프,12000
태왕물산,아르간오일100%(저온압착추출방식),식품첨가물,모로코,신규(DB에 없음),,적재,,,
태왕물산,아사이베리과즙,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,아사이베리과즙분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,아세로라추출분말 25%,식품첨가물,프랑스,신규(DB에 없음),,적재,,,
태왕물산,아세설팜칼륨 (Acesulfarm K),식품첨가물,싱가포르,신규(DB에 없음),,적재,,,
태왕물산,아세설팜칼륨(식),식품첨가물,싱가폴,신규(DB에 없음),,적재,,,
태왕물산,아세설팜칼륨(식),식품첨가물,독일,신규(DB에 없음),,적재,,,
태왕물산,아스타잔틴 10%,식품첨가물,뉴질랜드,신규(DB에 없음),,적재,,,
태왕물산,아스타잔틴 5%,식품첨가물,뉴질랜드,신규(DB에 없음),,적재,,,
태왕물산,아스파탐,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,아스파탐,공급사 미상(source21),35000
태왕물산,아스파탐,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,아스파탐,공급사 미상(source21),35000
태왕물산,아스파탐(보령제약 납품건),식품첨가물,국산,★공급사 미상 → 후보,확실,적재,아스파탐,공급사 미상(source21),35000
태왕물산,안식향산나트륨,식품첨가물,미국,신규(DB에 없음),,적재,,,
태왕물산,액상과당(고과당),식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,약쑥 (강화쑥) - 잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,약쑥 (애엽) - 잎(상품),식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,약쑥 (애엽) - 잎(중품),식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,어성초(약모밀)-지상부,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,엄나무 - 줄기,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,엄나무(해동피) - 껍질,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,엉겅퀴 - 뿌리,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,엉겅퀴 - 전초,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,에리스리톨 P,식품첨가물,국산,타공급사 보유,높음,적재,에리스리톨,씨에스에프,2600
태왕물산,여주 - 열매,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,연(연근) - 뿌리,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,연(하엽) - 잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,연잎농축분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,열대과일홉합분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,염화마그네슘,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,염화마그네슘,식품첨가물,일본,신규(DB에 없음),,적재,,,
태왕물산,엽산(FOLIC ACID),식품첨가물,스위스,★공급사 미상 → 후보,보통,적재,활성엽산,공급사 미상(source21),27500
태왕물산,엽산(FOLIC ACID),식품첨가물,스위스,타공급사 보유,보통,적재,활성엽산,삼오제약,27000
태왕물산,영지농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,"영지버섯(갓,절)-자실체",식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,"영지버섯(갓,통)-자실체",식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,영지버섯(대공/핀),식품첨가물,국산,타공급사 보유,보통,적재,영지버섯분말,해찬솔,21000
태왕물산,오가피 - 껍질,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,오가피농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,오가피추출분말,식품첨가물,국산,★공급사 미상 → 후보,높음,적재,가시오가피추출분말,공급사 미상(source21),30000
태왕물산,오디농축분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,오디농축분말,공급사 미상(source21),32000
태왕물산,오디농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,오렌지농축분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,오렌지농축분말,공급사 미상(source21),15000
태왕물산,오렌지농축분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,오렌지농축분말,공급사 미상(source21),18000
태왕물산,오렌지농축분말,식품첨가물,국산,타공급사 보유,확실,적재,오렌지농축분말,해찬솔,15000
태왕물산,오렌지농축분말,식품첨가물,국산,타공급사 보유,확실,적재,오렌지농축분말,새롬비앤에프,15000
태왕물산,오렌지농축분말,식품첨가물,국산,타공급사 보유,확실,적재,오렌지농축분말,하이베이스,18000
태왕물산,오렌지농축액,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,오렌지농축액,공급사 미상(source21),11000
태왕물산,오렌지농축액,식품첨가물,국산,타공급사 보유,확실,적재,오렌지농축액,하이베이스,11000
태왕물산,오렌지농축액,식품첨가물,국산,★공급사 미상 → 후보,보통,적재,모로블러드오렌지농축액,공급사 미상(source21),9700
태왕물산,오렌지농축액,식품첨가물,국산,타공급사 보유,보통,적재,모로블러드오렌지농축액,해찬솔,9700
태왕물산,오렌지미크론,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,오리나무 - 껍질,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,오미자(냉동) - 열매,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,오미자(상품) - 열매,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,오미자(중품) - 열매,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,오미자농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,오미자추출분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,오미자추출분말,공급사 미상(source21),34000
태왕물산,오미자추출분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,오미자추출분말,공급사 미상(source21),19000
태왕물산,오자농축분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,오자농축분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,옥수수(수염) - 암술대,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,옥수수수염추출분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,옥수수수염추출분말,공급사 미상(source21),25000
태왕물산,옥수수수염추출분말,식품첨가물,국산,타공급사 보유,확실,적재,옥수수수염추출분말,해찬솔,25000
태왕물산,옥수수수염추출분말,식품첨가물,국산,★공급사 미상 → 후보,보통,적재,옥수수수염,공급사 미상(source21),42000
태왕물산,올리브유(OIL),식품첨가물,롯데푸드,신규(DB에 없음),,적재,,,
태왕물산,옻나무(상품) - 줄기,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,옻나무(중품) - 줄기,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,왕느릅나무(유백피)-껍질,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,우슬(쇠무릎) - 뿌리,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,우엉(볶음) - 뿌리,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,운지버섯 - 자실체,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,울금 - 뿌리,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,울금추출분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,울금추출분말,공급사 미상(source21),29000
태왕물산,유기농빌베리,식품첨가물,핀란드,신규(DB에 없음),,적재,,,
태왕물산,유기농차가버섯,식품첨가물,핀란드,신규(DB에 없음),,적재,,,
태왕물산,유당(Lactose),식품첨가물,미국,신규(DB에 없음),,적재,,,
태왕물산,유자과즙분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,유자과즙분말,공급사 미상(source21),29000
태왕물산,유자과즙분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,유자과즙분말,공급사 미상(source21),28000
태왕물산,유자과즙분말,식품첨가물,국산,타공급사 보유,확실,적재,유자과즙분말,해찬솔,29000
태왕물산,유자과즙분말,식품첨가물,국산,타공급사 보유,확실,적재,유자과즙분말,하이베이스,28000
태왕물산,유자농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,유채씨분말,식품첨가물,미국,신규(DB에 없음),,적재,,,
태왕물산,유청분말(SWP) – 탈염,식품첨가물,"폴란드, 아일랜드",신규(DB에 없음),,적재,,,
태왕물산,유청칼슘(Calcium Sulphate),식품첨가물,뉴질랜드,타공급사 보유,확실,적재,유청칼슘,하이베이스,20000
태왕물산,유청칼슘(Calcium Sulphate),식품첨가물,뉴질랜드,★공급사 미상 → 후보,보통,적재,칼슘(구연산),공급사 미상(source21),17000
태왕물산,유청칼슘(Calcium Sulphate),식품첨가물,뉴질랜드,★공급사 미상 → 후보,보통,적재,칼슘(밀크칼슘),공급사 미상(source21),20000
태왕물산,유청칼슘(Calcium Sulphate),식품첨가물,뉴질랜드,★공급사 미상 → 후보,보통,적재,칼슘(밀크칼슘),공급사 미상(source21),17000
태왕물산,유청칼슘(Calcium Sulphate),식품첨가물,뉴질랜드,★공급사 미상 → 후보,보통,적재,칼슘(산호),공급사 미상(source21),20000
태왕물산,유청칼슘(Calcium Sulphate),식품첨가물,뉴질랜드,★공급사 미상 → 후보,보통,적재,칼슘(산호),공급사 미상(source21),24000
태왕물산,유청칼슘(Calcium Sulphate),식품첨가물,뉴질랜드,★공급사 미상 → 후보,보통,적재,칼슘(어골),공급사 미상(source21),38000
태왕물산,유청칼슘(Calcium Sulphate),식품첨가물,뉴질랜드,★공급사 미상 → 후보,보통,적재,칼슘(탄산),공급사 미상(source21),2500
태왕물산,유청칼슘(Calcium Sulphate),식품첨가물,뉴질랜드,★공급사 미상 → 후보,보통,적재,칼슘(해조),공급사 미상(source21),9500
태왕물산,율무 - 씨앗,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,율무농축분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,은행나무 - 열매,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,은행나무 - 잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,은행농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,은행잎추출물,식품첨가물,미국,★공급사 미상 → 후보,확실,적재,은행잎추출물,공급사 미상(source21),180000
태왕물산,은행잎추출물,식품첨가물,미국,타공급사 보유,확실,적재,은행잎추출물,제일,160000
태왕물산,이질풀(현초) - 잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,익모초 - 지상부,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,인동(금은화) - 꽃,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,"인동(인동초) - 잎,줄기",식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,"인삼(4년,검사품) -뿌리",식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,"인삼(4년,원료용) -뿌리",식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,인진쑥농축액,식품첨가물,국산,타공급사 보유,보통,적재,쑥 농축액,새롬비앤에프,16000
태왕물산,인진쑥추출분말,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,인진쑥추출분말,공급사 미상(source21),32000
태왕물산,잎새버섯 - 자실체,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,자당 지방산에스테르 S-1170,식품첨가물,일본,신규(DB에 없음),,적재,,,
태왕물산,자두농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,자몽농축분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,자몽농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,자몽종자추출물 (항균제),식품첨가물,미국,신규(DB에 없음),,적재,,,
태왕물산,자몽종자추출물 (항균제),식품첨가물,브라질,신규(DB에 없음),,적재,,,
태왕물산,자일리톨 (150~300mesh),식품첨가물,중국,★공급사 미상 → 후보,확실,적재,자일리톨,공급사 미상(source21),7500
태왕물산,자일리톨 (150~300mesh),식품첨가물,중국,타공급사 보유,확실,적재,자일리톨,태성,7500
태왕물산,자일리톨 결정,식품첨가물,핀란드,★공급사 미상 → 후보,보통,적재,자일리톨,공급사 미상(source21),7500
태왕물산,자일리톨 결정,식품첨가물,핀란드,타공급사 보유,보통,적재,자일리톨,태성,7500
태왕물산,자일리톨 분말,식품첨가물,핀란드,★공급사 미상 → 후보,보통,적재,자일리톨,공급사 미상(source21),7500
태왕물산,자일리톨 분말,식품첨가물,핀란드,타공급사 보유,보통,적재,자일리톨,태성,7500
태왕물산,작약(상품) - 뿌리,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,작약(중품) - 뿌리,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,작약농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,잔대(사삼) - 뿌리,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,잔탄검,식품첨가물,오스트리아,★공급사 미상 → 후보,확실,적재,잔탄검,공급사 미상(source21),11500
태왕물산,잔탄검,식품첨가물,오스트리아,★공급사 미상 → 후보,확실,적재,잔탄검,공급사 미상(source21),20000
태왕물산,잔탄검,식품첨가물,오스트리아,타공급사 보유,확실,적재,잔탄검,하이베이스,11500
태왕물산,잔탄검,식품첨가물,오스트리아,타공급사 보유,확실,적재,잔탄검,하이베이스,20000
태왕물산,잔탄검,식품첨가물,오스트리아,타공급사 보유,확실,적재,잔탄검,씨에스에프,9500
태왕물산,"저분자피쉬콜라겐 500DA, 1000DA",식품첨가물,"국내, 수입",신규(DB에 없음),,적재,,,
태왕물산,적색40호,식품첨가물,수입,신규(DB에 없음),,적재,,,
태왕물산,적소두(팥) - 씨앗,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,적포도농축분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,적포도농축액,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,적포도농축액,공급사 미상(source21),6400
태왕물산,적포도농축액,식품첨가물,국산,타공급사 보유,확실,적재,적포도농축액,해찬솔,6400
태왕물산,정제어유 오메가3,식품첨가물,미국,★공급사 미상 → 후보,보통,적재,오메가3(식물성)(알티지),공급사 미상(source21),79000
태왕물산,정제어유 오메가3,식품첨가물,미국,타공급사 보유,보통,적재,오메가3(식물성)(알티지),솔루텍스,270000
태왕물산,정제어유 오메가3,식품첨가물,미국,타공급사 보유,보통,적재,오메가3(식물성)(알티지),솔루텍스,250000
태왕물산,정제어유 오메가3,식품첨가물,미국,★공급사 미상 → 후보,보통,적재,오메가3(알티지)(동물성),공급사 미상(source21),21500
태왕물산,정제어유 오메가3,식품첨가물,미국,★공급사 미상 → 후보,보통,적재,오메가3(알티지)(동물성),공급사 미상(source21),82000
태왕물산,정제어유 오메가3,식품첨가물,미국,★공급사 미상 → 후보,보통,적재,오메가3(알티지)(동물성),공급사 미상(source21),160000
태왕물산,정제어유 오메가3,식품첨가물,미국,타공급사 보유,보통,적재,오메가3(알티지)(동물성),솔루텍스,160000
태왕물산,정제어유 오메가3,식품첨가물,미국,★공급사 미상 → 후보,보통,적재,오메가3(알티지)(동물성),공급사 미상(source21),90000
태왕물산,정제어유 오메가3,식품첨가물,미국,★공급사 미상 → 후보,보통,적재,오메가3(정제어유분말),공급사 미상(source21),65000
태왕물산,정제어유 오메가3,식품첨가물,미국,★공급사 미상 → 후보,보통,적재,오메가3(정제유분말),공급사 미상(source21),46000
태왕물산,정제어유 오메가3,식품첨가물,미국,타공급사 보유,보통,적재,오메가3(저가형),솔루텍스,80000
태왕물산,정제팜유,식품첨가물,롯데푸드,신규(DB에 없음),,적재,,,
태왕물산,정제포도당,식품첨가물,국산,★공급사 미상 → 후보,확실,적재,정제포도당,공급사 미상(source21),1700
태왕물산,젖산(LATIC ACID),식품첨가물,중국,타공급사 보유,보통,적재,젖산칼슘,하이베이스,4500
태왕물산,젖산나트륨(Sodium Lactic Acid),식품첨가물,중국,신규(DB에 없음),,적재,,,
태왕물산,젖산철(Lactic Acid Iron),식품첨가물,중국,신규(DB에 없음),,적재,,,
태왕물산,젖산칼륨(Potassium Lactate Acid),식품첨가물,중국,신규(DB에 없음),,적재,,,
태왕물산,젖산칼슘,식품첨가물,네덜란드,타공급사 보유,확실,적재,젖산칼슘,하이베이스,4500
태왕물산,젖산칼슘,식품첨가물,네덜란드,★공급사 미상 → 후보,보통,적재,칼슘(구연산),공급사 미상(source21),17000
태왕물산,젖산칼슘,식품첨가물,네덜란드,★공급사 미상 → 후보,보통,적재,칼슘(밀크칼슘),공급사 미상(source21),20000
태왕물산,젖산칼슘,식품첨가물,네덜란드,★공급사 미상 → 후보,보통,적재,칼슘(밀크칼슘),공급사 미상(source21),17000
태왕물산,젖산칼슘,식품첨가물,네덜란드,★공급사 미상 → 후보,보통,적재,칼슘(산호),공급사 미상(source21),20000
태왕물산,젖산칼슘,식품첨가물,네덜란드,★공급사 미상 → 후보,보통,적재,칼슘(산호),공급사 미상(source21),24000
태왕물산,젖산칼슘,식품첨가물,네덜란드,★공급사 미상 → 후보,보통,적재,칼슘(어골),공급사 미상(source21),38000
태왕물산,젖산칼슘,식품첨가물,네덜란드,★공급사 미상 → 후보,보통,적재,칼슘(탄산),공급사 미상(source21),2500
태왕물산,젖산칼슘,식품첨가물,네덜란드,★공급사 미상 → 후보,보통,적재,칼슘(해조),공급사 미상(source21),9500
태왕물산,젖산칼슘(Calcium Lactate),식품첨가물,중국,타공급사 보유,확실,적재,젖산칼슘,하이베이스,4500
태왕물산,젖산칼슘(Calcium Lactate),식품첨가물,중국,★공급사 미상 → 후보,보통,적재,칼슘(구연산),공급사 미상(source21),17000
태왕물산,젖산칼슘(Calcium Lactate),식품첨가물,중국,★공급사 미상 → 후보,보통,적재,칼슘(밀크칼슘),공급사 미상(source21),20000
태왕물산,젖산칼슘(Calcium Lactate),식품첨가물,중국,★공급사 미상 → 후보,보통,적재,칼슘(밀크칼슘),공급사 미상(source21),17000
태왕물산,젖산칼슘(Calcium Lactate),식품첨가물,중국,★공급사 미상 → 후보,보통,적재,칼슘(산호),공급사 미상(source21),20000
태왕물산,젖산칼슘(Calcium Lactate),식품첨가물,중국,★공급사 미상 → 후보,보통,적재,칼슘(산호),공급사 미상(source21),24000
태왕물산,젖산칼슘(Calcium Lactate),식품첨가물,중국,★공급사 미상 → 후보,보통,적재,칼슘(어골),공급사 미상(source21),38000
태왕물산,젖산칼슘(Calcium Lactate),식품첨가물,중국,★공급사 미상 → 후보,보통,적재,칼슘(탄산),공급사 미상(source21),2500
태왕물산,젖산칼슘(Calcium Lactate),식품첨가물,중국,★공급사 미상 → 후보,보통,적재,칼슘(해조),공급사 미상(source21),9500
태왕물산,제이인산나트륨,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,줄풀(고장초) - 잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,지황(건지황) - 뿌리,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,지황(숙지황)-포제가공뿌리,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,진생베리농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,진생베리추출분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,진피농축분말,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,진피농축액,식품첨가물,국산,신규(DB에 없음),,적재,,,
태왕물산,질경이(차전초) - 잎,식품첨가물,국산,신규(DB에 없음),,적재,,,
