카탈로그공급사,카탈로그품목,구분,원산지,매칭상태,신뢰도,적재여부,매칭원료,기존공급사,기존단가
BTC,Supro 661 (단백질),고시형,미국산,신규(DB에 없음),,적재,,,
BTC,Supro XT 221D (단백질),고시형,미국산,신규(DB에 없음),,적재,,,
BTC,Supro Nugget 309 (단백질),고시형,미국산,신규(DB에 없음),,적재,,,
BTC,홍삼농축액 8 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액,공급사 미상(source21),170000
BTC,홍삼농축액 8 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액(6년근),공급사 미상(source21),210000
BTC,홍삼농축액 8 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액(6년근),현대바이오랜드,210000
BTC,홍삼농축액 8 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액,선일에프앤비,123000
BTC,홍삼농축액 8 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액,선일에프앤비,145000
BTC,홍삼농축액 10 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액,공급사 미상(source21),170000
BTC,홍삼농축액 10 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액(6년근),공급사 미상(source21),210000
BTC,홍삼농축액 10 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액(6년근),현대바이오랜드,210000
BTC,홍삼농축액 10 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액,선일에프앤비,123000
BTC,홍삼농축액 10 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액,선일에프앤비,145000
BTC,홍삼농축액 12 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액,공급사 미상(source21),170000
BTC,홍삼농축액 12 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액(6년근),공급사 미상(source21),210000
BTC,홍삼농축액 12 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액(6년근),현대바이오랜드,210000
BTC,홍삼농축액 12 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액,선일에프앤비,123000
BTC,홍삼농축액 12 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액,선일에프앤비,145000
BTC,홍삼농축액 C (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액,공급사 미상(source21),170000
BTC,홍삼농축액 C (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액(6년근),공급사 미상(source21),210000
BTC,홍삼농축액 C (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액(6년근),현대바이오랜드,210000
BTC,홍삼농축액 C (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액,선일에프앤비,123000
BTC,홍삼농축액 C (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액,선일에프앤비,145000
BTC,홍삼농축액분말 13 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액분말(4년근),공급사 미상(source21),310000
BTC,홍삼농축액분말 13 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액분말(6년근),공급사 미상(source21),330000
BTC,홍삼농축액분말 13 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액분말(4년근),현대바이오랜드,310000
BTC,홍삼농축액분말 13 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액분말(6년근),현대바이오랜드,330000
BTC,홍삼농축액분말 13 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,보통,적재,홍삼농축액,공급사 미상(source21),170000
BTC,홍삼농축액분말 13 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,보통,적재,홍삼농축액(6년근),공급사 미상(source21),210000
BTC,홍삼농축액분말 13 (홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액(6년근),현대바이오랜드,210000
BTC,홍삼농축액분말 13 (홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액,선일에프앤비,123000
BTC,홍삼농축액분말 13 (홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액,선일에프앤비,145000
BTC,홍삼농축액분말 16 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액분말(4년근),공급사 미상(source21),310000
BTC,홍삼농축액분말 16 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액분말(6년근),공급사 미상(source21),330000
BTC,홍삼농축액분말 16 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액분말(4년근),현대바이오랜드,310000
BTC,홍삼농축액분말 16 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액분말(6년근),현대바이오랜드,330000
BTC,홍삼농축액분말 16 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,보통,적재,홍삼농축액,공급사 미상(source21),170000
BTC,홍삼농축액분말 16 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,보통,적재,홍삼농축액(6년근),공급사 미상(source21),210000
BTC,홍삼농축액분말 16 (홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액(6년근),현대바이오랜드,210000
BTC,홍삼농축액분말 16 (홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액,선일에프앤비,123000
BTC,홍삼농축액분말 16 (홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액,선일에프앤비,145000
BTC,홍삼농축액분말 20 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액분말(4년근),공급사 미상(source21),310000
BTC,홍삼농축액분말 20 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액분말(6년근),공급사 미상(source21),330000
BTC,홍삼농축액분말 20 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액분말(4년근),현대바이오랜드,310000
BTC,홍삼농축액분말 20 (홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액분말(6년근),현대바이오랜드,330000
BTC,홍삼농축액분말 20 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,보통,적재,홍삼농축액,공급사 미상(source21),170000
BTC,홍삼농축액분말 20 (홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,보통,적재,홍삼농축액(6년근),공급사 미상(source21),210000
BTC,홍삼농축액분말 20 (홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액(6년근),현대바이오랜드,210000
BTC,홍삼농축액분말 20 (홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액,선일에프앤비,123000
BTC,홍삼농축액분말 20 (홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액,선일에프앤비,145000
BTC,발효홍삼농축액B (발효 홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,발효홍삼농축액(6년근),공급사 미상(source21),250000
BTC,발효홍삼농축액B (발효 홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,발효홍삼농축액(6년근),현대바이오랜드,250000
BTC,발효홍삼농축액B (발효 홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,보통,적재,홍삼농축액,공급사 미상(source21),170000
BTC,발효홍삼농축액B (발효 홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,보통,적재,홍삼농축액(6년근),공급사 미상(source21),210000
BTC,발효홍삼농축액B (발효 홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액(6년근),현대바이오랜드,210000
BTC,발효홍삼농축액B (발효 홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액,선일에프앤비,123000
BTC,발효홍삼농축액B (발효 홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액,선일에프앤비,145000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,확실,적재,발효홍삼농축액분말(6년근),공급사 미상(source21),260000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),타공급사 보유,확실,적재,발효홍삼농축액분말(6년근),현대바이오랜드,260000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,발효홍삼농축액(6년근),공급사 미상(source21),250000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액분말(4년근),공급사 미상(source21),310000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,높음,적재,홍삼농축액분말(6년근),공급사 미상(source21),330000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액분말(4년근),현대바이오랜드,310000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,홍삼농축액분말(6년근),현대바이오랜드,330000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),타공급사 보유,높음,적재,발효홍삼농축액(6년근),현대바이오랜드,250000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,보통,적재,홍삼농축액,공급사 미상(source21),170000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),★공급사 미상 → 후보,보통,적재,홍삼농축액(6년근),공급사 미상(source21),210000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액(6년근),현대바이오랜드,210000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액,선일에프앤비,123000
BTC,발효홍삼농축액분말 (발효 홍삼),고시형,BTC(국내산),타공급사 보유,보통,적재,홍삼농축액,선일에프앤비,145000
BTC,흑삼농축액 7 (흑삼),고시형,BTC(국내산),신규(DB에 없음),,적재,,,
BTC,흑삼농축액 15 (흑삼),고시형,BTC(국내산),신규(DB에 없음),,적재,,,
BTC,Soy SBT (대두이소플라본),고시형,국내산,신규(DB에 없음),,적재,,,
BTC,바나바추출분말 1% (바나바잎추출물),고시형,인도산,신규(DB에 없음),,적재,,,
BTC,은행잎추출분말 (은행잎추출물),고시형,중국산,★공급사 미상 → 후보,확실,적재,은행잎추출분말 24%,공급사 미상(source21),185000
BTC,밀크씨슬 (밀크씨슬 추출물),고시형,폴란드산,★공급사 미상 → 후보,확실,적재,밀크씨슬,공급사 미상(source21),98000
BTC,밀크씨슬 (밀크씨슬 추출물),고시형,폴란드산,★공급사 미상 → 후보,확실,적재,밀크씨슬,공급사 미상(source21),72000
BTC,밀크씨슬 (밀크씨슬 추출물),고시형,폴란드산,★공급사 미상 → 후보,확실,적재,밀크씨슬(유기농),공급사 미상(source21),390000
BTC,밀크씨슬 (밀크씨슬 추출물),고시형,폴란드산,★공급사 미상 → 후보,확실,적재,밀크씨슬(유기농),공급사 미상(source21),450000
BTC,밀크씨슬 (밀크씨슬 추출물),고시형,폴란드산,타공급사 보유,확실,적재,밀크씨슬(유기농밀크씨슬분말),태성,22000
BTC,밀크씨슬 (밀크씨슬 추출물),고시형,폴란드산,타공급사 보유,보통,적재,밀크씨슬추출물,제일,100000
BTC,밀크씨슬 (밀크씨슬 추출물),고시형,폴란드산,타공급사 보유,보통,적재,밀크씨슬추출물,제일,95000
BTC,달맞이꽃종자유 (달맞이꽃종자추출물),고시형,네덜란드산,타공급사 보유,확실,적재,달맞이꽃 종자유,하이베이스,50000
BTC,달맞이꽃종자유 (달맞이꽃종자추출물),고시형,네덜란드산,타공급사 보유,확실,적재,(유기농) 달맞이꽃종자유,제일,105000
BTC,EE400300 (오메가3),고시형,Golden Omega(칠레산),신규(DB에 없음),,적재,,,
BTC,TG360240 (오메가3),고시형,Golden Omega(칠레산),신규(DB에 없음),,적재,,,
BTC,TG400300 (오메가3),고시형,Golden Omega(칠레산),신규(DB에 없음),,적재,,,
BTC,정제어유분말 (오메가3),고시형,대만산,신규(DB에 없음),,적재,,,
BTC,식물스테롤에스테르 (식물스테롤),고시형,스페인산,★공급사 미상 → 후보,보통,적재,식물스테롤,공급사 미상(source21),65000
BTC,식물스테롤에스테르 (식물스테롤),고시형,스페인산,★공급사 미상 → 후보,보통,적재,식물스테롤,공급사 미상(source21),75000
BTC,식물스테롤에스테르 (식물스테롤),고시형,스페인산,타공급사 보유,보통,적재,식물스테롤,하이베이스,65000
BTC,식물스테롤에스테르 (식물스테롤),고시형,스페인산,타공급사 보유,보통,적재,식물스테롤,하이베이스,75000
BTC,식물스테롤 분말 (식물스테롤),고시형,인도산,★공급사 미상 → 후보,높음,적재,식물스테롤,공급사 미상(source21),65000
BTC,식물스테롤 분말 (식물스테롤),고시형,인도산,★공급사 미상 → 후보,높음,적재,식물스테롤,공급사 미상(source21),75000
BTC,식물스테롤 분말 (식물스테롤),고시형,인도산,타공급사 보유,높음,적재,식물스테롤,하이베이스,65000
BTC,식물스테롤 분말 (식물스테롤),고시형,인도산,타공급사 보유,높음,적재,식물스테롤,하이베이스,75000
BTC,옥타코사놀 알 (옥타코사놀 함유 유지),고시형,미국산,★공급사 미상 → 후보,높음,적재,옥타코사놀,공급사 미상(source21),720000
BTC,옥타코사놀 알 (옥타코사놀 함유 유지),고시형,미국산,타공급사 보유,높음,적재,옥타코사놀 60%,제일,650000
BTC,가르시니아(수용성) (가르시니아캄보지아),고시형,인도산,★공급사 미상 → 후보,보통,적재,가르시니아캄보지아,공급사 미상(source21),42000
BTC,가르시니아(수용성) (가르시니아캄보지아),고시형,인도산,★공급사 미상 → 후보,보통,적재,가르시니아캄보지아,공급사 미상(source21),32000
BTC,가르시나아(불용성) (가르시니아캄보지아),고시형,인도산,신규(DB에 없음),,적재,,,
BTC,루테인 (마리골드꽃 추출물),고시형,인도산,★공급사 미상 → 후보,확실,적재,루테인,공급사 미상(source21),180000
BTC,루테인 (마리골드꽃 추출물),고시형,인도산,★공급사 미상 → 후보,확실,적재,루테인,공급사 미상(source21),150000
BTC,AstaZine (헤마토코쿠스 추출물),고시형,미국산,신규(DB에 없음),,적재,,,
BTC,BioPS (포스파티딜세린),고시형,중국산,신규(DB에 없음),,적재,,,
BTC,그린엔에이지-에스 (NAG),고시형,국내산,신규(DB에 없음),,적재,,,
BTC,유기농알로에베라겔분말 200:1 (알로에 겔),고시형,멕시코,신규(DB에 없음),,적재,,,
BTC,키토산,고시형,베트남산,★공급사 미상 → 후보,확실,적재,키토산,공급사 미상(source21),45000
BTC,키토산,고시형,베트남산,타공급사 보유,확실,적재,키토산,제일,36000
BTC,키토산,고시형,베트남산,★공급사 미상 → 후보,보통,적재,키토산분말,공급사 미상(source21),58000
BTC,테아닌 T (테아닌),고시형,중국산,★공급사 미상 → 후보,높음,적재,테아닌,공급사 미상(source21),100000
BTC,테아닌 T (테아닌),고시형,중국산,타공급사 보유,높음,적재,테아닌(L)98%,ambe,67165
BTC,테아닌 T (테아닌),고시형,중국산,타공급사 보유,높음,적재,테아닌,성원에프엔비,65000
BTC,회화나무열매추출물,고시형,인도산,신규(DB에 없음),,적재,,,
BTC,콜레우스 (콜레우스포스콜리추추물),고시형,인도산,신규(DB에 없음),,적재,,,
BTC,진생베리농축액 (진생베리),고시형,BTC(국내산),신규(DB에 없음),,적재,,,
BTC,진생베리농축액분말 (진생베리),고시형,BTC(국내산),신규(DB에 없음),,적재,,,
BTC,Testofen (호로파종자추출물),개별인정형,인도산,신규(DB에 없음),,적재,,,
BTC,애플페논(Applephenon) (풋사과추출물),개별인정형,중국산,신규(DB에 없음),,적재,,,
BTC,ProLastin (엘라스틴),일반식품,프랑스산,신규(DB에 없음),,적재,,,
BTC,Peptan (피쉬콜라겐),일반식품,프랑스산,신규(DB에 없음),,적재,,,
BTC,Actazin (그린키위동결건조분말),일반식품,뉴질랜드산,신규(DB에 없음),,적재,,,
BTC,Livaux (골드키위동결건조분말),일반식품,뉴질랜드산,신규(DB에 없음),,적재,,,
BTC,berriqi (보이젠베리 추출분말),일반식품,뉴질랜드산,신규(DB에 없음),,적재,,,
BTC,Mucosave (올리브잎선인장혼합분말),일반식품,이탈리아산,신규(DB에 없음),,적재,,,
BTC,Cognigrape (적포도추출물),일반식품,이탈리아산,신규(DB에 없음),,적재,,,
BTC,Altilix (아티초크추출물),일반식품,이탈리아산,신규(DB에 없음),,적재,,,
BTC,Epicor (효모추출분말),일반식품,미국산,신규(DB에 없음),,적재,,,
BTC,prOATein (귀리단백),일반식품,스웨덴산,신규(DB에 없음),,적재,,,
BTC,유기농새싹보리분말,일반식품,국내산,타공급사 보유,보통,적재,새싹보리분말,하이베이스,17000
BTC,Corebeans (덩굴팥추출분말),일반식품,,신규(DB에 없음),,적재,,,
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,확실,적재,글루타치온(캐나다),공급사 미상(source21),450000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,확실,적재,글루타치온(14%)(스위스),공급사 미상(source21),180000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,확실,적재,글루타치온,공급사 미상(source21),350000
BTC,글루타치온 50%,일반식품,중국산,타공급사 보유,확실,적재,글루타치온 85%,뉴다바이오,800000
BTC,글루타치온 50%,일반식품,중국산,타공급사 보유,확실,적재,글루타치온(50%),태성,320000
BTC,글루타치온 50%,일반식품,중국산,타공급사 보유,확실,적재,글루타치온,하람,380000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,확실,적재,글루타치온50%,공급사 미상(source21),380000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,확실,적재,글루타치온50%,공급사 미상(source21),250000
BTC,글루타치온 50%,일반식품,중국산,타공급사 보유,확실,적재,글루타치온 50%(영국산),원아,265000
BTC,글루타치온 50%,일반식품,중국산,타공급사 보유,확실,적재,글루타치온 50%(미국),원아,230000
BTC,글루타치온 50%,일반식품,중국산,타공급사 보유,확실,적재,글루타치온98%,ambe,250000
BTC,글루타치온 50%,일반식품,중국산,타공급사 보유,확실,적재,글루타치온98%,SvAgro,250000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모,공급사 미상(source21),31000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모,공급사 미상(source21),160000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모,공급사 미상(source21),220000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모,공급사 미상(source21),680000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(리포조말)(미국),공급사 미상(source21),500000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(캐나다),공급사 미상(source21),400000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(50%)(네덜란드),공급사 미상(source21),370000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(85%)(인도산),공급사 미상(source21),380000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(50%인도산),공급사 미상(source21),280000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(리포조말)(미국),공급사 미상(source21),600000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(엥겔비타GSH),공급사 미상(source21),18000
BTC,글루타치온 50%,일반식품,중국산,★공급사 미상 → 후보,보통,적재,글루타치온(L)효모추출물,공급사 미상(source21),160000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,확실,적재,글루타치온(캐나다),공급사 미상(source21),450000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,확실,적재,글루타치온(14%)(스위스),공급사 미상(source21),180000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,확실,적재,글루타치온,공급사 미상(source21),350000
BTC,글루타치온 75%,일반식품,인도산,타공급사 보유,확실,적재,글루타치온 85%,뉴다바이오,800000
BTC,글루타치온 75%,일반식품,인도산,타공급사 보유,확실,적재,글루타치온(50%),태성,320000
BTC,글루타치온 75%,일반식품,인도산,타공급사 보유,확실,적재,글루타치온,하람,380000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,확실,적재,글루타치온50%,공급사 미상(source21),380000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,확실,적재,글루타치온50%,공급사 미상(source21),250000
BTC,글루타치온 75%,일반식품,인도산,타공급사 보유,확실,적재,글루타치온 50%(영국산),원아,265000
BTC,글루타치온 75%,일반식품,인도산,타공급사 보유,확실,적재,글루타치온 50%(미국),원아,230000
BTC,글루타치온 75%,일반식품,인도산,타공급사 보유,확실,적재,글루타치온98%,ambe,250000
BTC,글루타치온 75%,일반식품,인도산,타공급사 보유,확실,적재,글루타치온98%,SvAgro,250000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모,공급사 미상(source21),31000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모,공급사 미상(source21),160000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모,공급사 미상(source21),220000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모,공급사 미상(source21),680000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(리포조말)(미국),공급사 미상(source21),500000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(캐나다),공급사 미상(source21),400000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(50%)(네덜란드),공급사 미상(source21),370000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(85%)(인도산),공급사 미상(source21),380000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(50%인도산),공급사 미상(source21),280000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(리포조말)(미국),공급사 미상(source21),600000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온건조효모(엥겔비타GSH),공급사 미상(source21),18000
BTC,글루타치온 75%,일반식품,인도산,★공급사 미상 → 후보,보통,적재,글루타치온(L)효모추출물,공급사 미상(source21),160000
BTC,Aquacelle EOC,일반식품,호주산,신규(DB에 없음),,적재,,,
바이오케어,발효녹용추출분말(100%),녹용제품,뉴질랜드,★공급사 미상 → 후보,높음,적재,녹용추출분말,공급사 미상(source21),140000
바이오케어,발효녹용추출분말(100%),녹용제품,뉴질랜드,★공급사 미상 → 후보,높음,적재,녹용추출분말,공급사 미상(source21),65000
바이오케어,발효녹용추출분말(100%),녹용제품,뉴질랜드,타공급사 보유,높음,적재,녹용추출분말,해찬솔,65000
바이오케어,발효녹용농축액,녹용제품,뉴질랜드,★공급사 미상 → 후보,높음,적재,녹용농축액,공급사 미상(source21),145000
바이오케어,발효녹용농축액,녹용제품,뉴질랜드,★공급사 미상 → 후보,높음,적재,녹용농축액,공급사 미상(source21),155000
바이오케어,녹용추출분말(100%),녹용제품,뉴질랜드,★공급사 미상 → 후보,확실,적재,녹용추출분말,공급사 미상(source21),140000
바이오케어,녹용추출분말(100%),녹용제품,뉴질랜드,★공급사 미상 → 후보,확실,적재,녹용추출분말,공급사 미상(source21),65000
바이오케어,녹용추출분말(100%),녹용제품,뉴질랜드,타공급사 보유,확실,적재,녹용추출분말,해찬솔,65000
바이오케어,녹용추출액,녹용제품,뉴질랜드,★공급사 미상 → 후보,확실,적재,녹용추출액,공급사 미상(source21),27000
바이오케어,녹용추출액,녹용제품,뉴질랜드,타공급사 보유,확실,적재,녹용추출액,해찬솔,27000
바이오케어,녹용농축액,녹용제품,뉴질랜드,★공급사 미상 → 후보,확실,적재,녹용농축액,공급사 미상(source21),145000
바이오케어,녹용농축액,녹용제품,뉴질랜드,★공급사 미상 → 후보,확실,적재,녹용농축액,공급사 미상(source21),155000
바이오케어,녹용분말(100%),녹용제품,뉴질랜드,신규(DB에 없음),,적재,,,
바이오케어,녹용(분골/상대/중대/하대),녹용제품,뉴질랜드,신규(DB에 없음),,적재,,,
바이오케어,발효녹용추출분말(100%),녹용제품,러시아,★공급사 미상 → 후보,높음,적재,녹용추출분말,공급사 미상(source21),140000
바이오케어,발효녹용추출분말(100%),녹용제품,러시아,★공급사 미상 → 후보,높음,적재,녹용추출분말,공급사 미상(source21),65000
바이오케어,발효녹용추출분말(100%),녹용제품,러시아,타공급사 보유,높음,적재,녹용추출분말,해찬솔,65000
바이오케어,발효녹용농축액,녹용제품,러시아,★공급사 미상 → 후보,높음,적재,녹용농축액,공급사 미상(source21),145000
바이오케어,발효녹용농축액,녹용제품,러시아,★공급사 미상 → 후보,높음,적재,녹용농축액,공급사 미상(source21),155000
바이오케어,녹용추출분말(100%),녹용제품,러시아,★공급사 미상 → 후보,확실,적재,녹용추출분말,공급사 미상(source21),140000
바이오케어,녹용추출분말(100%),녹용제품,러시아,★공급사 미상 → 후보,확실,적재,녹용추출분말,공급사 미상(source21),65000
바이오케어,녹용추출분말(100%),녹용제품,러시아,타공급사 보유,확실,적재,녹용추출분말,해찬솔,65000
바이오케어,녹용추출액,녹용제품,러시아,★공급사 미상 → 후보,확실,적재,녹용추출액,공급사 미상(source21),27000
바이오케어,녹용추출액,녹용제품,러시아,타공급사 보유,확실,적재,녹용추출액,해찬솔,27000
바이오케어,녹용농축액,녹용제품,러시아,★공급사 미상 → 후보,확실,적재,녹용농축액,공급사 미상(source21),145000
바이오케어,녹용농축액,녹용제품,러시아,★공급사 미상 → 후보,확실,적재,녹용농축액,공급사 미상(source21),155000
바이오케어,녹용분말(100%),녹용제품,러시아,신규(DB에 없음),,적재,,,
바이오케어,녹용(분골/상대/중대/하대),녹용제품,러시아,신규(DB에 없음),,적재,,,
바이오케어,갈근,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,갈근분말,공급사 미상(source21),14000
바이오케어,갈근,생약원료,국산/수입,★공급사 미상 → 후보,보통,적재,갈근분말,공급사 미상(source21),12000
바이오케어,갈근,생약원료,국산/수입,동일공급사 기등록,보통,적재,갈근분말,바이오케어,14000
바이오케어,갈근,생약원료,국산/수입,타공급사 보유,보통,적재,갈근분말,하이베이스,18000
바이오케어,갈근,생약원료,국산/수입,타공급사 보유,보통,적재,갈근분말,엘본에이치앤비,12000
바이오케어,갈근,생약원료,국산/수입,동일공급사 기등록,보통,적재,갈근분말,바이오케어,13500
바이오케어,감초,생약원료,국산/우즈벡,★공급사 미상 → 후보,확실,적재,감초(원물),공급사 미상(source21),50000
바이오케어,감초,생약원료,국산/우즈벡,★공급사 미상 → 후보,확실,적재,감초(원물)(우즈베키스탄),공급사 미상(source21),14000
바이오케어,감초,생약원료,국산/우즈벡,★공급사 미상 → 후보,보통,적재,감초분말,공급사 미상(source21),14000
바이오케어,감초,생약원료,국산/우즈벡,★공급사 미상 → 후보,보통,적재,감초분말,공급사 미상(source21),15000
