excelId,원료명,복구내역
200,발효율피추출분말,"company→origin(""국산"")"
204,베타알라닌,"company의 원산지값 폐기(""중국"", origin에 이미 ""중국"")"
205,베타알라닌,"company의 원산지값 폐기(""중국"", origin에 이미 ""중국"")"
206,병풀추출물,"company→origin(""인도"")"
207,병풀추출물,"company→origin(""중국"")"
209,보라지유,"company→origin(""네델란드"")"
211,보스웰리아추출분말,"company→origin(""인도"")"
214,복분자농축애(65브릭스),"company→origin(""국산"")"
215,복분자농축액,"company→origin(""중국산"")"
216,복분자농축액(20브릭스),"company→origin(""국산"")"
218,복합효소,"company→origin(""한국"")"
219,복합효소,"company→origin(""인도"")"
220,부티릭산(뷰)(Butyric acid),"company→origin(""스페인"")"
221,분리대두단백(ISP),"company→origin(""인도산"")"
222,분유(전지),"company→packing(""20"")"
223,분유(탈지),"company→packing(""20"")"
224,브로멜라인,"company→origin(""인도네시아"")"
225,브로멜라인,"company→origin(""인도"")"
226,브로멜라인,"company→origin(""필리핀산"")"
227,브로멜라인(1200GDU),"company→origin(""태국산"")"
228,브로멜라인(1200GDU),"company→origin(""인도산"")"
231,마카분말(블랙),"company→origin(""페루"")"
234,블루베리농축액,"company→origin(""미국산"")"
237,블루스피루리나(일반분말),"company→origin(""프랑스"")"
238,비오틴/g,"company→origin(""중국산"")"
239,비오틴/g,"company→origin(""프랑스"")"
241,비타민C,"company→origin(""중국산"")"
242,비타민C(중성),"company→origin(""미국"")"
244,비타민C(리포조말),"company→origin(""미국"")"
245,비타민미네랄믹스Fs,"company→비고(규격값 ""20kg"")"
248,빌베리추출물,"company→origin(""폴란드"")"
249,빌베리추출물,"company→origin(""인도"")"
250,빌베리추출물,"company→origin(""미국"")"
256,사과추출분말(청(풋)),"company→origin(""중국산"")"
258,사균체(포스트바이오틱스),"company→비고(규격값 ""10억cell/g"")"
259,사균체(포스트바이오틱스),"company→origin(""일본"")"
260,산사자추출분말,"company→origin(""중국"")"
264,산양유분말,"company→origin(""네델란드"")"
265,상어연골,"company의 숫자값 폐기(""15"") / packing→origin(""호주산"")"
266,상어연골,"company의 숫자값 폐기(""25"") / packing→origin(""중국산"")"
267,상어연골분말,"company→packing(""20"")"
268,상어연골분말,"company→origin(""호주"")"
269,상어연골분말,"company→origin(""미국"")"
270,상어연골추출분말,"company→origin(""중국"")"
271,상어추출분말(철갑),"company→origin(""덴마크"")"
272,상추분말,"company→origin(""한국"")"
273,새싹보리추출분말,"company→origin(""국산"")"
275,샤인머스캣향분말,"company→origin(""국산"")"
278,서양산사자추출분발,"company→origin(""이태리"")"
279,석류농축액,"company→origin(""이란산"")"
280,석류농축액,"company→origin(""스페인"")"
281,석류농축액,"company→origin(""터키"")"
282,석류농축액(유기농),"company→origin(""터키"")"
283,석류추출분말,"company→origin(""이란산"")"
284,석류추출분말,"company→origin(""튀르키예"")"
285,석류추출분말,"company→origin(""이란산"")"
287,세븐베리농축액분말,"company→origin(""수입산"")"
288,세븐베리추출분말,"company→비고(규격값 ""혼합"")"
290,소연골콘드로이친황산염,"company→origin(""인도산"")"
291,소연골콘드로이친황산염,"company→origin(""인도산"")"
296,스피루나분말,"company→origin(""미국"")"
298,식물스테롤,"company→origin(""인도산"")"
299,식물스테롤,"company→origin(""미국산"")"
300,식물혼합추출물,"company→origin(""국산,중국"")"
301,신데렐라복합추출분말,"company→비고(규격값 ""국내특허"")"
302,실크펩타이드,"company→origin(""중국"")"
303,쌀마그네슘,"company→origin(""국산"")"
304,쏘팔메토오일,"company→origin(""인도"")"
305,쏘팔메토오일,"company→origin(""미국"")"
308,아누카사과추출물,"company→origin(""폴란드"")"
309,아누카사과추출물,"company→origin(""이탈리아"")"
310,아누카사과추출물,"company→origin(""이탈리아"")"
311,아누카사과농축액,"company→origin(""이탈리아"")"
312,아르기닌,"company→origin(""한국"")"
315,아몬드단백분말,"company→packing(""11.34"")"
318,아스파탐,"company→origin(""중국"")"
320,아티초크추출분말,"company→origin(""프랑스"")"
321,아티초크추출분말,"company→origin(""스페인"")"
322,아티초크추출분말,"company→origin(""스페인"")"
324,아로니아농축액,"company→origin(""폴란드"")"
326,아삭이고추추출분말,"company→origin(""국산"")"
332,야채혼합분말(과일),"company→origin(""미국"")"
333,양배추농축분말,"company→origin(""국산"")"
334,양배추농축액,"company→origin(""국산"")"
337,양배추분말(살균),"company→origin(""국산"")"
339,양태반,"company→origin(""호주"")"
340,어골칼슘,"company→origin(""프랑스"")"
341,에리스트롤,"company→origin(""중국"")"
342,에리스트롤결정,"company→origin(""프랑스"")"
343,에리스트롤결정,"company→origin(""미국"")"
344,에리스트롤분말,"company→origin(""미국"")"
345,엘라스틴,"company→origin(""프랑스"")"
346,엘라스틴가수분해물,"company→origin(""미국"")"
347,엠씨티(MCT)오일,"company→origin(""말레지아"")"
349,여주분말,"company→origin(""국산"")"
351,여주추추분말,"company→origin(""한국"")"
352,여주추출물분말,"company→origin(""인도"")"
353,오르니틴염산염,"company→origin(""국산"")"
354,오메가3(식물성)(알티지),"company→origin(""프랑스"")"
355,오메가3(동물성)알티지,"company→origin(""캐나다"")"
358,오메가3(알티지)(동물성),"company→origin(""노르웨이"")"
359,오메가3(알티지)(동물성),"company→origin(""노르웨이"")"
360,오메가3(알티지)(동물성),"company→origin(""독일"")"
362,오메가3(알티지)(동물성),"company→origin(""네델란드"")"
363,오메가3(정제어유분말),"company→origin(""독일"")"
365,오메가3(정제어유분말),"company→origin(""독일"")"
369,옥타코사놀,"company→origin(""독일"")"
371,올리브오일,"company→origin(""스페인산"")"
374,유기농알파미분,"company→packing(""15"")"
375,유단백추출물(MBP),"company의 숫자값 폐기(""15"")"
379,유산균(국내산구강유산균),"company→비고(규격값 ""2023-09-07"")"
383,유산균(대만산구강유산균),"company→origin(""대만"")"
384,유산균(디글루GLU70),"company→비고(규격값 ""글루텐1kg"")"
387,유산균(락토바실러스 애시도 필루스),"company→packing(""1"")"
388,유산균(락토바실러스 카제이),"company→packing(""1"")"
