미상원료,기존단가,기존원산지,추정공급사,신뢰도,단서종류,근거품목,근거출처,카탈로그원산지
옥수수수염추출분말,25000,,동일팜텍,확실,거래처 카탈로그,옥수수수염추출분말,동일팜텍 품목리스트_2024.pdf,국산
감초(원물),50000,국산,하이베이스,확실,거래처 카탈로그,감초,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
감초(원물)(우즈베키스탄),14000,,하이베이스,확실,거래처 카탈로그,감초,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
구연산,4500,,하이베이스,확실,거래처 카탈로그,구연산,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
글루콘산마그네슘,25000,미국,하이베이스,확실,거래처 카탈로그,글루콘산마그네슘,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
글루타치온(캐나다),450000,캐나다,하이베이스,확실,거래처 카탈로그,글루타치온(효모),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
글루타치온(14%)(스위스),180000,스위스,하이베이스,확실,거래처 카탈로그,글루타치온(효모),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
글루타치온,350000,인도,하이베이스,확실,거래처 카탈로그,글루타치온(효모),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
글루타치온50%,380000,캐나다,하이베이스,확실,거래처 카탈로그,글루타치온(효모),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
글루타치온50%,250000,인도,하이베이스,확실,거래처 카탈로그,글루타치온(효모),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
글리세린지방산에스테르(글리세롤),9000,국산,하이베이스,확실,거래처 카탈로그,글리세린지방산에스테르,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
글리세린지방산에스테르(글리세롤),5500,말레이시아,하이베이스,확실,거래처 카탈로그,글리세린지방산에스테르,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
녹차분말,26000,국산,하이베이스,확실,거래처 카탈로그,녹차분말,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
녹차분말,22000,국산,하이베이스,확실,거래처 카탈로그,녹차분말,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
대두식이섬유,3500,중국,하이베이스,확실,거래처 카탈로그,대두식이섬유,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
대두이소플라본(바이오이소플라본)(건식),300000,미국,하이베이스,확실,거래처 카탈로그,대두이소플라본(건식),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
대두이소플라본(수용성이소플라본)(건식),350000,미국,하이베이스,확실,거래처 카탈로그,대두이소플라본(건식),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
대두이소플라본,105000,,하이베이스,확실,거래처 카탈로그,대두이소플라본(건식),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
대두이소플라본,240000,,하이베이스,확실,거래처 카탈로그,대두이소플라본(건식),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
대두이소플라본,460000,,하이베이스,확실,거래처 카탈로그,대두이소플라본(건식),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
동충하초(밀라타리스),55000,국산,하이베이스,확실,거래처 카탈로그,동충하초,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
락토페린 5kg,1250000,뉴질랜드,하이베이스,확실,거래처 카탈로그,락토페린,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
로얄제리,205000,,하이베이스,확실,거래처 카탈로그,로얄제리,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
루테인,180000,미국,하이베이스,확실,거래처 카탈로그,루테인(마리골/기타가공),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
루테인,150000,인도,하이베이스,확실,거래처 카탈로그,루테인(마리골/기타가공),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
말토덱스트린,1800,중국,하이베이스,확실,거래처 카탈로그,말토덱스트린,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
말토덱스트린,2400,국산,하이베이스,확실,거래처 카탈로그,말토덱스트린,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
민들레추출분말,24000,중국,하이베이스,확실,거래처 카탈로그,민들레(포공영)추출분말,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
배농축액,8500,,하이베이스,확실,거래처 카탈로그,배농축액,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
배농축액,5200,,하이베이스,확실,거래처 카탈로그,배농축액,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
분유(전지),13000,,하이베이스,확실,거래처 카탈로그,분유(전지),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
분유(탈지),10000,,하이베이스,확실,거래처 카탈로그,분유(전지),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
브로멜라인,90000,인도네시아,하이베이스,확실,거래처 카탈로그,브로멜라인(프로테아제),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
브로멜라인,65000,인도,하이베이스,확실,거래처 카탈로그,브로멜라인(프로테아제),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
브로멜라인,56000,필리핀,하이베이스,확실,거래처 카탈로그,브로멜라인(프로테아제),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
브로멜라인(1200GDU),130000,태국,하이베이스,확실,거래처 카탈로그,브로멜라인(프로테아제),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
브로멜라인(1200GDU),100000,인도,하이베이스,확실,거래처 카탈로그,브로멜라인(프로테아제),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
브로멜라인,70000,필리핀,하이베이스,확실,거래처 카탈로그,브로멜라인(프로테아제),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
블루베리농축액,13000,미국,하이베이스,확실,거래처 카탈로그,블루베리농축액,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
사과산,6000,,하이베이스,확실,거래처 카탈로그,사과산,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
사과산,5800,,하이베이스,확실,거래처 카탈로그,사과산,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
숙지황분말,75000,국산,하이베이스,확실,거래처 카탈로그,숙지황(추출)분말,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
숙지황분말,29000,중국,하이베이스,확실,거래처 카탈로그,숙지황(추출)분말,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
스테아린산 마그네슘,6000,,하이베이스,확실,거래처 카탈로그,스테아린산마그네슘,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
스테아린산 마그네슘,6100,,하이베이스,확실,거래처 카탈로그,스테아린산마그네슘,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
식물스테롤,65000,인도,하이베이스,확실,거래처 카탈로그,식물스테롤,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
식물스테롤,75000,미국,하이베이스,확실,거래처 카탈로그,식물스테롤,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
실크펩타이드,145000,중국,하이베이스,확실,거래처 카탈로그,실크펩타이드,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
쌀마그네슘,68000,국산,하이베이스,확실,거래처 카탈로그,쌀마그네슘,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
아밀라아제,70000,,하이베이스,확실,거래처 카탈로그,아밀라아제,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
양배추분말(살균),22000,국산,하이베이스,확실,거래처 카탈로그,양배추분말,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
양배추분말,18000,국산,하이베이스,확실,거래처 카탈로그,양배추분말,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
엘라스틴,380000,프랑스,하이베이스,확실,거래처 카탈로그,엘라스틴(펩타이드),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
엘라스틴,270000,미국,하이베이스,확실,거래처 카탈로그,엘라스틴(펩타이드),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
옥수수수염,42000,,하이베이스,확실,거래처 카탈로그,옥수수수염,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
이산화규소,5500,,하이베이스,확실,거래처 카탈로그,이산화규소,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
카나우바왁스,30000,,하이베이스,확실,거래처 카탈로그,카나우바왁스,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
카나우바왁스,35000,,하이베이스,확실,거래처 카탈로그,카나우바왁스,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
해조칼슘,10000,,하이베이스,확실,거래처 카탈로그,해조칼슘(아쿠아칼),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
탄산수소나트륨,1650,,하이베이스,확실,거래처 카탈로그,탄산수소나트륨,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
판크레아틴,220000,중국,하이베이스,확실,거래처 카탈로그,판크레아틴,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
펙틴,27000,,하이베이스,확실,거래처 카탈로그,펙틴,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
포도씨유,7500,스페인,하이베이스,확실,거래처 카탈로그,포도씨유,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
포도씨추출물,44000,중국,하이베이스,확실,거래처 카탈로그,포도씨(적포도주)추출물,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
프로테아제,42000,,하이베이스,확실,거래처 카탈로그,프로테아제(식물성/곰팡이),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
프로테아제(파파인)(식물성),50000,국산,하이베이스,확실,거래처 카탈로그,프로테아제(식물성/곰팡이),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
헤마토코쿠스추출물,1450000,독일,하이베이스,확실,거래처 카탈로그,헤마토코쿠스추출물(건기식),247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
헴철,135000,덴마크,하이베이스,확실,거래처 카탈로그,헴철,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
헴철,220000,덴마크,하이베이스,확실,거래처 카탈로그,헴철,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
홍삼농축액,170000,,하이베이스,확실,거래처 카탈로그,홍삼농축액,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
홍삼농축액(6년근),210000,,하이베이스,확실,거래처 카탈로그,홍삼농축액,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
홍화유,11000,독일,하이베이스,확실,거래처 카탈로그,홍화유,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
후코이단,600000,중국,하이베이스,확실,거래처 카탈로그,후코이단,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
후코이단(혜원),600000,국산,하이베이스,확실,거래처 카탈로그,후코이단,247-250쪽 3-1. 취급원료 목록-1(하이베이스).xlsx,
라임농축액,13500,,조은푸드텍,확실,거래처 카탈로그,라임농축액(65),조은푸드텍 제품리스트_230914.pdf,이탈리아산
라임농축액,12000,,조은푸드텍,확실,거래처 카탈로그,라임농축액(65),조은푸드텍 제품리스트_230914.pdf,이탈리아산
레몬농축액,13000,,조은푸드텍,확실,거래처 카탈로그,레몬농축액(65),조은푸드텍 제품리스트_230914.pdf,"이스라엘, 미국산"
레몬농축액,12000,이스라엘,조은푸드텍,확실,거래처 카탈로그,레몬농축액(65),조은푸드텍 제품리스트_230914.pdf,"이스라엘, 미국산"
레몬농축액,11000,,조은푸드텍,확실,거래처 카탈로그,레몬농축액(65),조은푸드텍 제품리스트_230914.pdf,"이스라엘, 미국산"
모과농축액(65브릭스),13000,,조은푸드텍,확실,거래처 카탈로그,모과농축액(65),조은푸드텍 제품리스트_230914.pdf,국내산
모과농축액(65브릭스),15000,,조은푸드텍,확실,거래처 카탈로그,모과농축액(65),조은푸드텍 제품리스트_230914.pdf,국내산
모과농축액(65브릭스),25500,,조은푸드텍,확실,거래처 카탈로그,모과농축액(65),조은푸드텍 제품리스트_230914.pdf,국내산
모과농축액(60브릭스)100%,15000,,조은푸드텍,확실,거래처 카탈로그,모과농축액(65),조은푸드텍 제품리스트_230914.pdf,국내산
배농축액,8500,,조은푸드텍,확실,거래처 카탈로그,배농축액(70),조은푸드텍 제품리스트_230914.pdf,미국산
배농축액,5200,,조은푸드텍,확실,거래처 카탈로그,배농축액(70),조은푸드텍 제품리스트_230914.pdf,미국산
복숭아농축액,9500,이스라엘,조은푸드텍,확실,거래처 카탈로그,복숭아농축액(68),조은푸드텍 제품리스트_230914.pdf,이스라엘산
브로콜리농축액,13000,,조은푸드텍,확실,거래처 카탈로그,브로콜리농축액(40),조은푸드텍 제품리스트_230914.pdf,국내산
오렌지농축액,11000,미국,조은푸드텍,확실,거래처 카탈로그,오렌지농축액(60),조은푸드텍 제품리스트_230914.pdf,브라질산
아로니아농축액,7000,폴란드,조은푸드텍,확실,거래처 카탈로그,아로니아농축액(65),조은푸드텍 제품리스트_230914.pdf,폴란드산
양배추농축액,24000,국산,조은푸드텍,확실,거래처 카탈로그,양배추농축액(70),조은푸드텍 제품리스트_230914.pdf,국내산
양배추농축액,19000,,조은푸드텍,확실,거래처 카탈로그,양배추농축액(70),조은푸드텍 제품리스트_230914.pdf,국내산
엘더베리(착즙)농축액(65브릭스),36000,오스트리아,조은푸드텍,확실,거래처 카탈로그,엘더베리농축액(65),조은푸드텍 제품리스트_230914.pdf,오스트리아산
적포도농축액,6400,,조은푸드텍,확실,거래처 카탈로그,적포도농축액(68),조은푸드텍 제품리스트_230914.pdf,칠레산
블루베리농축분말,24000,,조은푸드텍,확실,거래처 카탈로그,블루베리농축분말,조은푸드텍 제품리스트_230914.pdf,미국산
양배추농축분말,32000,국산,조은푸드텍,확실,거래처 카탈로그,양배추농축분말,조은푸드텍 제품리스트_230914.pdf,국내산
